Tuition fees up to date,Course,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,9003,39,15,2,13,6,13,3,13,2
1,9500,18,7,6,13.03333333,7,7,6,13.03333333,3
1,9773,59,8,6,12.16666667,6,7,4,11.75,3
1,9119,30,6,4,14.5,5,10,3,16.2,2
1,9085,18,7,5,14.4,5,5,5,13.6,3
1,9991,41,10,4,12.25,7,9,6,12.5,2
1,9500,27,14,0,0,7,14,0,0,1
1,9238,18,6,6,12.66666667,6,6,6,12,3
0,9853,20,14,2,12,6,14,3,11.66666667,1
0,9119,32,6,0,0,5,5,0,0,1
1,9147,19,5,3,11.66666667,5,10,4,10.8,1
1,9853,41,0,0,0,6,0,0,0,1
1,8014,38,12,1,10,5,10,0,0,1
1,9130,35,8,0,0,6,9,0,0,1
1,8014,27,11,4,12.25,6,16,3,12,1
1,9070,19,10,4,12,6,6,6,12.5,3
0,9773,18,7,5,12.6,6,6,5,11.8,2
0,9991,39,5,0,0,5,5,0,0,1
0,9254,37,5,0,0,5,10,0,0,1
0,9500,37,8,0,0,8,8,0,0,1
1,8014,35,16,16,12.6875,13,13,13,12,3
1,9147,49,22,10,10.4,9,18,6,10.66666667,3
1,9147,52,26,14,10.46666667,12,16,12,10.92307692,3
1,9085,18,10,5,14.33333333,5,8,5,13,3
1,8014,30,7,6,14.66666667,6,7,6,14.33333333,3
1,9500,21,7,7,12.83571429,8,8,8,14.23125,3
1,9119,20,5,0,0,5,0,0,0,1
1,9147,18,9,0,0,5,5,0,0,2
1,171,19,0,0,0,0,0,0,0,1
1,9500,18,8,8,13.24875,8,8,8,13.24875,3
1,33,20,10,7,12.85714286,7,7,4,12.75,2
1,9130,21,12,5,13.6,6,10,4,14.25,2
1,9147,22,6,3,14,5,8,5,12.4,3
0,9130,20,11,3,12,6,11,2,11,2
1,9085,20,9,6,13.16666667,6,8,4,14,2
1,9238,19,8,6,13.625,6,7,6,12.16666667,3
1,9500,18,8,7,14.85,8,9,8,15.61111111,3
1,9147,21,9,4,10.75,5,6,5,11.4,3
1,9556,19,11,0,0,7,11,2,11.66666667,2
1,9130,37,0,0,0,6,0,0,0,1
1,8014,45,14,12,14,7,12,7,13.85714286,2
0,9003,38,8,0,0,6,10,0,0,1
0,9991,55,5,0,0,5,5,0,0,1
0,9003,28,17,5,13,6,11,4,11.75,1
1,9991,46,12,8,12.375,9,11,5,12.4,3
1,171,22,0,0,0,0,0,0,0,3
1,9670,46,10,5,11.4,6,9,4,13.75,1
1,9991,28,9,4,11.25,5,7,4,13,2
0,9085,18,7,3,13,5,8,3,12,1
1,171,18,0,0,0,0,0,0,0,2
1,9773,21,6,6,13.5,6,6,6,14.16666667,3
1,9070,18,11,1,11,6,11,4,11,2
1,9991,34,9,0,0,5,10,1,11,1
1,9853,21,9,5,12,6,8,5,11.2,1
1,9773,18,8,5,13,6,7,6,13,3
1,171,20,0,0,0,0,0,0,0,3
1,9147,18,8,4,12,5,8,4,12.25,2
1,9119,21,10,5,11.16666667,5,10,3,10.8,2
1,9254,19,13,2,10.5,6,11,1,12,1
1,8014,22,7,6,12.66666667,6,6,6,12.16666667,3
1,9003,23,6,1,11,6,8,0,0,1
1,171,19,0,0,0,0,0,0,0,1
1,9147,18,6,4,11.5,5,12,2,10.33333333,2
0,171,19,0,0,0,0,0,0,0,1
1,9147,19,10,2,10.5,5,5,4,11.75,2
1,9670,19,8,4,12.5,5,6,4,11,2
1,9500,22,9,6,12.83333333,8,12,6,12.5,2
1,9773,18,7,6,15.57142857,6,7,6,16.14285714,3
1,9238,18,10,4,12,6,7,5,11.8,1
1,9773,19,6,4,11.25,6,6,3,11.33333333,1
1,171,18,0,0,0,0,0,0,0,3
1,9670,21,10,6,12.28571429,6,11,4,14.25,2
1,9254,18,12,5,11,6,11,3,10.33333333,2
1,9003,19,8,6,12.14285714,6,11,5,13.6,3
0,9003,27,11,2,11.5,6,7,0,0,1
1,9003,20,16,11,12.54545455,10,12,8,11.625,2
1,9254,20,10,4,13,6,6,6,13,3
1,9500,18,9,8,12.8875,8,9,8,12.8875,3
1,9773,18,6,6,12.66666667,6,7,5,13.6,2
1,9070,18,7,6,12.83333333,6,7,6,12.57142857,3
1,9147,18,10,3,10.66666667,5,11,2,12.5,1
1,9085,18,11,5,13,5,7,5,12.4,2
1,9500,18,11,6,11.98333333,8,12,8,12.28125,3
0,8014,37,9,0,0,5,5,0,0,1
1,8014,36,6,6,11.83333333,6,6,6,11.5,3
1,9085,26,21,3,12.66666667,6,15,2,11,1
1,9085,19,9,4,13.75,5,8,4,14.5,3
1,8014,24,8,5,11.4,6,8,5,11.8,1
1,9773,19,8,6,13.16666667,6,6,6,13,1
1,9670,20,10,6,12.83333333,8,8,5,11.8,3
1,9670,19,8,6,14.125,6,10,5,14.5,3
1,9085,21,10,3,11.66666667,5,5,5,13,3
0,9556,50,18,6,10.25,7,14,4,11.25,1
1,9556,47,16,6,12.51428571,7,15,4,11.75,1
1,9853,24,17,10,11.5,13,18,9,10.44444444,1
0,9991,48,5,1,10,5,5,0,0,1
1,9085,18,7,6,15.71428571,6,17,5,12.77777778,3
1,9991,32,9,4,12.5,7,7,4,11,1
0,9670,20,6,3,12,5,5,4,12.75,1
1,9119,24,11,0,0,5,5,0,0,1
1,9130,53,9,4,12.25,5,8,4,11.75,3
0,9773,42,5,0,0,4,4,0,0,1
1,9991,52,5,5,13.6,5,5,5,14.2,3
1,8014,54,14,13,13.30769231,11,12,11,12.81818182,2
1,9991,49,6,5,12.2,5,9,5,11.8,3
1,9670,18,7,6,12.28571429,6,7,6,13.33333333,3
1,9130,37,12,3,12,5,8,4,13,3
1,9500,21,9,6,13.34285714,8,10,7,11.65,3
1,9670,26,5,0,0,5,5,0,0,1
1,9070,20,12,11,14.27272727,12,12,11,14.81818182,3
1,9500,19,9,7,12.1375,8,9,8,12.91111111,3
1,9070,18,7,6,14.16666667,6,7,6,14.85714286,3
1,9500,18,7,7,13.52857143,8,9,8,14.65555556,3
1,8014,20,8,5,12,6,8,6,11,3
1,9254,20,5,5,11.4,6,11,1,11,1
1,171,21,0,0,0,0,0,0,0,1
1,171,22,12,12,12.91666667,11,16,11,14.5,3
1,9500,18,8,7,13.6375,8,8,8,14.3875,3
1,9500,18,10,7,12.9,8,15,7,12.14285714,1
1,9500,19,8,7,14.36,8,8,7,14.36,3
1,9500,19,8,7,14.51428571,8,8,7,14.51428571,2
1,9500,18,8,7,14.7,8,8,7,14.7,3
1,9991,27,5,5,15.2,5,6,5,14,2
1,9556,20,7,7,13,8,8,8,15.0625,3
1,9853,20,6,6,13.5,6,6,0,0,1
1,9085,20,11,5,12.33333333,5,7,5,12.6,3
1,9147,19,6,5,13.4,5,6,5,13,3
1,9085,20,7,4,11.75,5,9,2,10.5,2
1,171,20,0,0,0,0,0,0,0,3
1,171,20,0,0,0,0,0,0,0,2
1,9085,27,17,11,14.72727273,9,10,7,14.14285714,3
1,9085,18,7,6,16.57142857,6,6,6,15.66666667,3
1,9500,18,10,7,15.145,8,8,8,15.7425,3
1,9500,18,7,7,13.44285714,8,8,8,15.075,3
1,9085,20,8,5,14.16666667,5,6,4,11.75,3
1,9773,19,7,6,14,6,7,5,15,2
1,9238,20,9,6,11.33333333,6,6,6,12.33333333,3
1,9500,18,8,8,13.76125,8,8,8,13.76125,3
0,9070,22,9,5,11.6,9,9,5,10,1
1,8014,22,7,4,12.75,6,8,5,13,3
1,9991,25,12,4,12.5,5,10,4,11,2
1,9085,19,13,6,15.30769231,6,9,6,14,3
0,9130,21,12,5,13.28571429,6,10,4,12,1
1,9500,27,7,7,14.75714286,8,9,8,14.07777778,3
1,9500,18,7,6,12.76666667,7,7,6,12.76666667,3
0,9254,18,5,5,10.4,6,13,0,0,1
1,9556,19,0,0,0,7,0,0,0,1
1,9991,35,10,4,10.5,5,6,5,12.6,3
1,9085,23,6,4,14.25,5,6,5,13.4,3
1,9500,28,11,3,11.91666667,7,17,0,0,1
1,9119,19,10,3,10.66666667,5,9,2,14,2
1,9773,19,11,4,12.25,6,10,3,12.66666667,2
1,9670,20,5,4,12,5,6,5,11.6,1
1,9670,21,7,3,11,5,5,4,12.75,1
1,9070,18,6,6,14.16666667,6,8,5,13,3
1,9070,22,6,6,14.66666667,6,6,6,15,3
1,9085,21,11,0,0,5,10,5,12.28571429,3
0,9556,38,8,3,12.66666667,5,5,0,0,1
1,171,20,0,0,0,0,0,0,0,2
1,171,19,0,0,0,0,0,0,0,1
1,9119,24,0,0,0,5,0,0,0,1
0,9070,19,0,0,0,6,0,0,0,1
1,9500,19,7,7,13.7,8,9,8,14.02222222,3
1,9147,19,7,5,11.8,5,8,4,12.4,2
1,9119,31,0,0,0,5,0,0,0,1
1,9670,19,6,6,13.33333333,6,7,6,13.28571429,3
1,9070,22,7,5,11.4,6,6,6,12.16666667,3
1,9085,25,5,0,0,5,5,0,0,1
1,9500,18,7,7,16.14285714,8,9,0,0,1
1,9500,30,8,0,0,8,8,0,0,1
1,9500,18,8,8,15.63375,8,8,8,15.63375,3
1,9773,18,6,6,13.66666667,6,6,6,14.5,3
1,9773,18,0,0,0,6,0,0,0,1
1,9238,18,8,6,12.5,6,7,6,11.5,3
1,9670,25,8,6,12.28571429,6,6,6,13,3
1,9119,18,10,2,14,5,7,3,11,2
1,171,18,0,0,0,0,0,0,0,1
1,9147,19,5,4,10.75,5,6,4,12.25,2
1,9556,25,14,4,12.95,7,11,4,13.125,1
1,9500,19,7,6,12.45,7,7,6,12.45,3
1,9991,31,12,4,12.25,7,9,7,12,2
1,9500,20,8,8,13.38125,8,8,8,13.38125,3
0,9500,33,10,5,12.16,6,7,5,11.34,1
0,9085,24,11,4,12.5,6,18,2,11.5,2
1,9238,18,8,6,12.75,6,10,6,12.16666667,3
1,9500,19,8,8,13.3425,8,8,8,13.3425,3
1,9500,20,10,7,14.175,8,14,6,13.03125,3
1,9500,33,16,1,10,8,16,1,10,2
1,9119,24,9,0,0,5,8,2,14.5,1
1,9991,24,7,0,0,5,7,0,0,1
1,9085,18,6,5,12,5,8,5,12.14285714,3
1,9254,18,8,6,10.57142857,6,9,5,11.4,3
1,9085,22,19,11,14.15384615,12,20,12,15.42857143,3
1,9773,18,9,6,11.16666667,6,11,5,12.4,3
1,171,21,20,17,12,17,18,17,12.66666667,3
1,9991,38,11,3,11.33333333,5,9,4,12,1
1,9238,29,17,16,12.58823529,13,14,13,13.35714286,3
1,9130,20,11,4,12,6,9,4,10.75,2
0,9254,18,0,0,0,6,0,0,0,1
1,9991,37,13,12,12.25,13,13,13,12.84615385,3
1,9147,20,7,5,11.6,5,5,5,12.8,3
0,9130,20,7,4,13,5,11,3,12,1
1,9119,40,11,3,10.66666667,5,5,2,12.5,1
1,8014,44,21,9,12.33333333,11,16,9,11,2
0,9147,21,7,2,11,5,9,3,11.42857143,1
1,9070,21,10,6,13.42857143,9,9,8,13.125,3
1,9500,18,10,8,13.05375,8,10,8,13.05375,3
1,9500,18,10,6,12.03571429,8,9,7,13.75,2
1,9003,27,6,6,14.16666667,6,7,6,13.83333333,3
0,9070,38,6,0,0,6,8,0,0,1
1,9130,18,11,5,13.6,6,13,3,12.66666667,1
1,9254,19,7,5,12.2,6,12,2,12,2
1,9130,18,8,6,13.71428571,6,7,5,13.33333333,1
0,9773,19,10,3,11.66666667,6,11,2,10,1
0,9670,44,9,1,14,6,6,0,0,1
1,9085,26,20,4,12.5,6,16,3,10,1
0,9130,24,11,5,11.83333333,6,11,4,11.5,1
0,9003,27,6,0,0,6,8,0,0,1
0,9003,27,0,0,0,6,0,0,0,1
1,9070,25,18,13,11.53846154,15,15,10,12.4,1
1,9003,21,14,7,11.28571429,8,15,4,12.25,2
1,171,19,0,0,0,0,0,0,0,3
1,9070,20,7,5,11.8,6,9,4,12,2
1,9119,20,16,0,0,5,12,2,10.5,2
0,9119,20,5,0,0,5,5,0,0,1
0,9119,18,5,5,14.2,5,5,5,14.2,2
1,171,19,12,10,12.7,11,16,10,12.27272727,2
0,9130,22,10,3,12.66666667,6,7,0,0,1
1,9670,19,7,6,14.42857143,6,8,6,15,3
1,9500,18,7,7,13.11714286,8,9,7,12.6,3
1,9238,20,7,6,12.66666667,6,7,6,11.83333333,3
1,171,18,0,0,0,0,0,0,0,1
1,9773,36,7,6,15.28571429,6,6,6,16.5,3
1,9147,19,12,3,10.5,5,8,4,11.25,3
1,9147,21,11,11,12.63636364,9,11,9,12.6,3
1,9147,26,6,0,0,5,0,0,0,1
0,9003,29,9,3,14.33333333,7,8,1,14,1
0,9254,26,14,8,15.125,6,12,6,13.66666667,2
1,9500,27,0,0,0,8,0,0,0,1
1,9147,32,16,3,12,8,10,3,10.33333333,2
1,9853,23,10,4,14.25,6,8,5,12,2
1,9147,24,12,2,10.5,5,9,4,10,2
1,9773,19,7,6,13.5,6,7,6,14.42857143,3
1,9003,25,14,5,11.66666667,6,11,4,12,2
1,9254,19,13,5,10.8,6,12,3,10,2
0,9773,20,4,0,0,4,8,0,0,1
1,9254,33,11,9,12.8,7,9,7,11.42857143,3
1,9991,35,6,5,10.8,5,7,5,12,1
1,9147,23,8,4,11.4,5,7,4,11,3
1,9500,19,7,7,13.72571429,8,8,8,14.5,3
1,9670,21,6,5,12.8,6,9,5,12.25,2
1,9070,21,6,6,13.5,6,6,6,11.16666667,3
1,9500,27,8,7,15.57,8,8,7,15.57,1
1,9147,19,10,4,11,5,13,2,12,2
1,9500,28,7,7,14.11428571,8,9,8,15.91111111,1
1,9147,25,12,3,11,5,12,4,11.5,2
1,9238,42,0,0,0,6,0,0,0,1
1,9991,27,6,4,13.5,5,6,4,13.75,3
1,9070,23,9,4,11.25,6,10,0,0,1
1,9254,18,7,6,12.14285714,6,8,6,11.33333333,3
1,9500,26,8,7,13.07571429,8,8,7,13.07571429,3
1,9147,18,0,0,0,5,0,0,0,1
1,9991,29,9,3,11,5,11,2,13.5,1
1,9085,22,16,0,0,6,7,0,0,1
1,9500,21,12,4,13.125,7,8,6,12.33333333,2
1,9500,19,8,7,13.51285714,8,8,7,13.51285714,3
1,9238,18,7,6,12.83333333,6,6,6,12.16666667,3
1,9085,18,8,3,15,5,9,3,11.66666667,1
0,9003,40,12,5,12.8,6,16,3,13.33333333,1
0,9254,20,14,3,12.33333333,6,16,0,0,1
1,9500,18,15,5,12.288,8,15,5,12.288,1
1,8014,31,21,12,12.33333333,10,13,7,13.28571429,3
1,9147,18,9,4,11.5,5,5,5,12.8,3
1,9670,22,6,6,11.83333333,6,11,4,11.14285714,1
0,9147,38,5,0,0,5,5,0,0,1
1,9991,33,5,0,0,5,5,0,0,1
1,9119,19,10,5,11.8,5,12,3,11.5,2
1,9670,18,0,0,0,6,0,0,0,1
0,9119,18,6,5,12.2,5,8,4,12,2
1,9991,27,6,6,12.33333333,5,5,5,13,3
1,9254,26,7,6,12.42857143,6,6,6,12.83333333,3
1,9500,19,7,7,12.76571429,8,9,8,13.54444444,3
1,9500,44,11,5,12.1,7,10,5,12.6,1
1,9147,19,10,5,12,5,9,5,11.5,3
1,9070,20,6,0,0,6,6,0,0,1
1,9003,24,10,6,14.88888889,6,11,6,13.72727273,2
1,9991,31,19,13,11.35714286,14,14,13,12,3
1,9070,25,6,6,13.5,6,6,6,12.5,3
0,9773,19,6,0,0,6,0,0,0,1
1,9500,18,7,7,13.88428571,8,9,8,14.75,1
0,9085,19,12,5,13,6,12,3,11.66666667,2
1,9500,19,11,4,12.65,7,9,5,11.1,2
1,9147,19,10,1,11,5,13,0,0,2
1,9670,24,12,2,11.66666667,6,20,2,10.5,1
1,9238,20,6,6,14.5,6,6,6,12.66666667,3
1,9254,18,7,6,14.71428571,6,7,6,14.16666667,3
1,9238,18,7,6,13.28571429,6,6,6,14.33333333,3
1,9085,21,13,3,11.33333333,5,12,2,10.5,2
0,9500,28,7,0,0,7,7,0,0,1
1,9147,18,11,4,11.57142857,5,9,5,12,2
1,9853,18,10,5,13,6,10,4,11.5,1
1,9238,18,9,6,11.5,6,11,5,14,3
1,9147,18,8,5,11.8,5,10,5,11.6,3
0,9147,19,7,3,10.66666667,5,10,3,12.28571429,1
1,9500,19,11,6,13.8875,8,9,8,14.86444444,3
1,9238,20,7,5,11.4,6,9,6,11.5,3
1,8014,34,17,9,12.33333333,7,12,7,12.14285714,3
1,9500,39,8,5,12.16,7,8,5,12.16,2
1,9500,19,8,8,13.4275,8,8,8,13.4275,3
1,9070,24,6,6,15.16666667,6,6,2,15.5,3
1,9773,18,12,0,0,6,0,0,0,1
1,9130,19,11,2,10.5,5,9,0,0,1
1,9147,18,5,5,11.8,5,8,3,11,3
1,9147,20,6,5,13.2,5,10,5,11.4,2
1,9500,19,8,7,13.075,8,11,8,12.36111111,3
1,9130,19,8,4,11.6,6,14,2,13,1
1,9003,19,10,6,13.66666667,6,10,4,12.25,1
1,9991,41,9,4,10.75,5,7,2,10,1
1,9500,19,10,6,13.49285714,8,9,8,12.68888889,3
1,9254,19,14,3,12.5,6,9,4,11,2
0,9500,23,0,0,0,8,0,0,0,1
1,9119,18,12,5,13.28571429,5,16,5,14.8,1
1,9147,19,6,5,12.6,5,13,5,11.8,3
1,9003,20,7,6,14,6,7,6,14.66666667,3
0,9085,35,7,2,11.5,5,8,2,10.5,1
0,9670,34,6,0,0,6,9,0,0,1
0,9070,19,6,6,11.83333333,6,8,6,12.875,3
0,9238,22,10,5,11.5,6,8,5,12.4,3
1,9070,20,6,6,14.16666667,6,8,6,12.33333333,3
1,9991,27,2,2,12.5,5,6,2,12.5,2
1,9119,30,5,0,0,5,5,0,0,1
1,9119,34,7,0,0,5,8,1,11,2
0,9254,20,14,2,10.5,6,16,0,0,1
1,9070,18,6,6,11.83333333,6,6,6,13.16666667,3
1,9130,26,9,0,0,5,6,0,0,1
1,9991,26,5,5,12.4,5,5,5,12.4,3
0,9147,26,5,2,10.5,5,9,0,0,1
0,9991,31,9,0,0,5,6,0,0,1
1,171,20,12,12,14.58333333,11,14,11,14.33333333,3
1,9773,19,6,6,11.66666667,6,10,3,12.66666667,3
0,9670,23,5,0,0,5,5,0,0,1
1,9500,20,14,1,13,7,15,0,0,1
1,9500,20,7,7,15.66,10,11,9,15.01111111,3
1,8014,29,10,0,0,5,10,0,0,1
1,9773,20,6,6,12.16666667,6,8,4,12.75,3
1,9500,24,7,6,13.3,7,7,6,13.3,3
1,9556,37,15,0,0,7,13,0,0,1
1,9500,18,0,0,0,8,0,0,0,1
0,171,18,0,0,0,0,0,0,0,1
1,9500,18,8,7,13.55714286,8,8,7,13.55714286,3
1,9119,41,15,5,14.33333333,6,16,6,14.63636364,2
1,9003,35,16,4,12,6,11,3,10.33333333,1
1,9254,19,5,0,0,6,0,0,0,1
1,171,18,0,0,0,0,0,0,0,3
1,9500,48,11,4,11.75,7,14,3,11.725,2
1,9500,19,7,6,12.18333333,7,7,6,12.18333333,3
0,9003,30,18,6,11.83333333,8,21,4,11,1
0,9773,51,4,0,0,4,4,0,0,1
1,9085,18,8,6,15,6,10,5,14.33333333,3
1,171,18,0,0,0,0,0,0,0,3
1,171,18,0,0,0,0,0,0,0,3
1,9500,18,8,8,13.435,8,8,8,13.435,3
1,9130,18,8,4,13.5,5,9,0,0,1
1,171,18,0,0,0,0,0,0,0,2
1,171,23,18,17,11.5,17,17,17,12.17647059,3
1,9070,19,10,2,10.5,6,6,3,11,2
1,9085,21,13,4,12,6,17,2,11.5,2
0,9773,18,7,5,12.2,6,11,4,11.5,1
1,171,18,0,0,0,0,0,0,0,3
1,9085,21,15,10,14.5,9,15,8,14,3
1,9773,20,7,6,13.33333333,6,8,6,12.66666667,3
1,9085,24,29,9,12,10,21,9,12.55555556,3
1,9130,18,9,6,15.125,6,9,6,14,3
1,9500,18,7,6,13.11666667,7,7,6,13.11666667,3
1,9773,19,7,6,12.83333333,6,7,6,11.66666667,3
1,9238,20,6,6,13.33333333,6,6,6,14.16666667,3
1,9500,18,7,7,13.87714286,8,8,8,15.6625,3
1,9500,18,8,7,12.94428571,8,8,7,12.94428571,3
1,9853,19,8,5,12.33333333,6,8,5,11,2
1,9500,19,7,6,14.26666667,7,7,6,14.26666667,3
1,9670,18,8,5,13,6,8,5,14,3
1,9500,20,8,8,12.48375,8,8,8,12.48375,3
1,9556,18,8,7,13.42857143,8,8,8,15.3125,3
0,8014,18,9,3,10.66666667,6,12,0,0,1
1,9853,18,8,5,15.4,6,7,5,12.2,3
1,9500,18,7,6,13.45,7,7,6,13.45,3
1,9500,18,7,6,12.6,7,7,6,12.6,3
1,9500,20,7,7,12.48571429,8,12,8,12.9375,3
1,9070,22,10,5,10.8,6,7,5,12.8,3
1,9670,20,12,5,12.2,6,8,5,14.6,2
1,9085,20,11,5,14.2,6,12,2,13.5,2
1,9238,18,7,6,13.83333333,6,6,6,14,3
1,9853,18,8,5,12.8,6,14,3,10,2
1,9147,18,5,5,13.2,5,6,4,12.5,3
1,9670,18,7,1,14,6,6,0,0,1
1,9238,19,8,8,13.875,6,8,5,14,3
1,9085,19,7,5,12.5,5,8,5,12.71428571,3
1,9773,18,7,6,13.42857143,6,6,6,12.5,3
0,9070,18,7,5,11.8,6,7,5,13,2
1,9500,18,7,7,14.86857143,8,9,8,15.11111111,3
1,9500,18,10,7,13.03,8,8,8,13.21875,3
1,9670,19,7,6,14.57142857,6,7,6,12.33333333,3
1,9238,18,9,5,11,6,9,4,11.25,3
1,9500,25,8,8,13.3675,8,8,8,13.3675,3
1,9500,19,7,6,12.80833333,8,11,7,12.82571429,3
1,9500,18,7,7,13.91857143,8,9,8,13.8875,3
1,9130,19,8,6,13,6,9,4,12.8,3
1,9500,18,7,6,13.68333333,7,7,6,13.68333333,3
1,9085,24,11,5,13,6,12,1,12,1
1,9773,21,8,5,12.8,6,7,5,11.2,3
1,9254,18,9,6,13.57142857,6,6,6,12.16666667,3
1,9238,18,6,6,13.16666667,6,6,6,13.16666667,3
1,9070,20,6,6,15,6,6,6,14.5,3
1,9070,19,6,6,12.66666667,6,8,5,11.4,3
1,9773,19,7,6,13.85714286,6,7,6,13.14285714,1
1,9500,30,7,7,14.69285714,8,8,8,14.9625,3
1,9500,18,8,8,14.035,8,8,8,14.035,3
1,9085,18,8,4,11,5,8,3,14,3
1,9773,18,6,6,13.33333333,6,6,6,13.33333333,3
1,9500,20,13,6,11.7725,8,9,7,12.33,3
1,9254,19,0,0,0,6,0,0,0,1
1,9254,19,0,0,0,6,12,0,0,1
0,171,19,0,0,0,0,0,0,0,1
1,9254,18,7,6,12.28571429,6,6,6,12,3
1,9500,17,14,5,12.46,8,14,5,12.46,2
1,9853,19,10,6,12.16666667,7,9,6,13.16666667,3
1,9238,18,9,5,11.83333333,6,8,2,11.5,2
1,9500,25,8,7,14.80571429,8,8,7,14.80571429,3
1,9238,19,11,5,10.6,6,10,6,11.71428571,1
0,9085,24,9,8,13.125,9,13,6,13,2
1,9238,19,6,6,12.83333333,6,6,6,12.66666667,3
1,9500,20,8,0,0,8,8,0,0,2
1,9670,20,9,5,13,6,6,5,13.8,3
1,9500,20,8,7,12.725,8,8,8,13.7125,3
1,9085,19,10,4,11.25,5,10,3,10.33333333,3
1,9003,31,12,11,13.81818182,12,16,12,13.46153846,3
1,9085,20,12,3,12.33333333,5,8,3,13,3
1,9085,18,14,3,12.33333333,5,8,5,11.6,2
1,9853,18,8,4,13.25,6,10,3,10.66666667,2
1,9670,18,7,6,13.66666667,6,9,5,15.4,3
1,9238,20,18,8,12.625,10,10,3,11,2
1,9085,20,6,6,14.83333333,6,8,6,12.14285714,3
1,9670,19,7,5,11.2,6,10,5,13.125,1
1,9147,21,6,5,11.4,5,6,5,12.2,3
1,9500,18,8,7,13.135,8,9,8,13.24444444,3
1,9070,21,10,10,13,11,11,10,11.4,1
1,9500,19,12,4,12.85,7,7,7,12.62142857,2
1,9238,20,6,6,13.5,6,9,5,12.5,3
1,9085,20,7,6,14.28571429,6,9,3,13,2
1,9670,18,8,5,13.5,6,6,6,14.5,3
1,9147,18,8,4,10.75,5,5,5,13,3
1,9238,18,9,6,11.33333333,6,9,6,11.83333333,3
1,9085,21,15,3,13,5,12,5,13.28571429,3
1,9500,18,7,6,13.96666667,7,7,6,13.96666667,3
1,9500,18,8,8,14.14125,8,8,8,14.14125,3
1,9254,20,10,4,11.6,6,10,4,11.75,3
1,9500,32,8,8,14.6625,8,8,8,14.6625,3
1,9991,34,5,0,0,5,5,0,0,2
1,9500,23,8,6,12.99333333,8,9,8,12.66875,3
1,9670,18,10,4,11.25,6,11,5,12.2,2
1,8014,18,8,5,12.2,6,10,5,12.8,3
1,171,34,0,0,0,0,0,0,0,1
1,8014,25,6,6,11.33333333,6,6,4,11.75,2
1,9147,21,7,5,12.2,5,7,5,11.8,3
1,9254,20,12,0,0,6,12,0,0,1
1,9238,18,8,6,11.33333333,6,6,6,11.66666667,3
1,9085,18,8,6,13.85714286,6,15,6,13.1,3
1,9773,18,7,6,12.85714286,6,6,6,13.33333333,3
1,8014,24,10,1,10,6,12,0,0,1
0,9147,32,17,14,10.21428571,13,13,13,11.38461538,3
0,9254,24,14,6,11.28571429,6,16,3,10.33333333,1
1,9238,18,6,6,13.83333333,6,7,0,0,1
1,9254,28,8,6,12.85714286,6,8,5,12.6,3
1,9853,18,8,6,11.66666667,6,9,4,12,1
0,9853,24,12,0,0,5,10,0,0,1
1,9085,19,7,5,14.4,5,6,5,13.2,3
1,8014,44,6,6,14.83333333,6,6,6,14.16666667,3
1,9085,18,14,6,14.33333333,6,9,6,12,3
1,171,18,0,0,0,0,0,0,0,3
1,9773,22,0,0,0,6,0,0,0,1
1,9853,18,9,6,12.33333333,7,7,6,12.66666667,3
1,9991,44,5,5,11.8,5,5,5,12.4,3
1,9853,33,7,5,13.2,6,7,5,10.6,1
0,9853,32,6,0,0,5,10,0,0,1
0,9003,35,0,0,0,6,0,0,0,1
1,9238,20,6,6,11.5,6,7,6,13.28571429,3
1,9254,24,8,5,12.6,6,7,5,12.2,3
1,9500,19,7,7,13.54285714,8,9,8,14.22222222,3
1,9254,21,8,5,11.6,6,6,5,13,2
1,9773,19,7,6,13.66666667,6,6,6,13.83333333,3
0,9003,27,10,0,0,6,8,0,0,1
0,9853,30,0,0,0,6,0,0,0,1
1,171,21,0,0,0,0,0,0,0,1
1,9070,19,6,6,11.5,6,8,6,12.28571429,3
1,9991,34,12,2,11.5,5,9,4,11.75,2
1,9500,18,7,7,11.82857143,8,10,7,12.9125,3
1,171,21,0,0,0,0,0,0,0,3
1,171,17,0,0,0,0,0,0,0,2
1,9500,19,7,6,12.96666667,7,7,6,12.96666667,3
1,9773,18,6,6,13.83333333,6,6,6,13.66666667,3
1,9500,19,7,7,14.12571429,8,8,8,14.36875,3
1,9254,45,12,5,12.16666667,8,8,0,0,1
1,9085,26,17,6,12.66666667,6,21,4,12.25,3
1,9991,51,4,0,0,5,0,0,0,1
1,9773,49,8,6,12.28571429,6,7,6,14.16666667,3
1,9500,22,7,3,14.5,7,8,4,14.375,2
1,9147,22,8,2,10,5,7,1,10,1
1,9130,33,11,2,11.5,5,8,2,12,1
1,9670,20,6,5,11.6,5,6,4,11.5,3
1,9238,18,6,6,12.5,6,6,6,11.66666667,3
0,9853,20,9,3,11.66666667,6,10,2,11,1
1,9991,37,11,7,13.42857143,10,11,10,11.6,3
1,9254,18,6,6,13.66666667,6,6,6,13.5,3
1,9254,19,6,6,12.5,6,6,6,12.16666667,3
1,9085,21,7,6,13,6,15,4,12.8,3
1,9500,20,9,6,12.78333333,8,9,7,12.84285714,3
1,9500,19,0,0,0,8,0,0,0,1
